label,hadits
8,Jika salah seorang dari kalian berdiri shalat maka janganlah meludah ke arah depannya sebab ia sedang berhadapan dengan Allah selagi ia berada di tempat shalatnya dan jangan ke sebelah kanannya karena di sana ada Malaikat Tetapi hendaklah ia meludah ke arah kiri atau di bawah kakinya kemudian dikuburnya
13,Bagaimana anda memerangi orang padahal Rasulullah Shallallahualaihiwasallam telah bersabda Aku diperintahkan untuk memerangi manusia hingga mereka mgucapkan laa ilaaha illallah Maka barangsiapa telah mengucapkannya berarti terlindunglah dariku darah dan hartanya kecuali dengan haknya sedangkan perhitungannya ada pada Allah Maka Abu Bakar AshShidiq radliallahu anhu berkata Demi Allah aku pasti akan memerangi siapa yang memisahkan antara kewajiban shalat dan zakat karena zakat adalah hak harta Demi Allah seandainya mereka enggan membayarkan anak kambing yang dahulu mereka menyerahkannya kepada Rasulullah Shallallahualaihiwasallam pasti akan aku perangi mereka disebabkan keengganan itu Berkata Umar bin Al Khaththab radliallahu anhu Demi Allah ketegasan dia ini tidak lain selain Allah telah membukakan hati Abu Bakar AshShidiq radliallahu anhu dan aku menyadari bahwa dia memang benar
19,Aku bertanya kepada IbnuUmar radliallahu anhuma tentang AsSalam pada pohon kurma Maka dia berkata Nabi shallallahu alaihi wasallam telah melarang menjual buahbuahan hingga buahnya telah baik dan melarang menjual emas dengan emas dengan cara tempo Dan aku bertanya kepada Ibnu Abbas radliallahu anhu maka dia berkata Nabi shallallahu alaihi wasallam melarang jual beli pohon kurma hingga buahnya bisa dimakan atau dapat dimakan dan hingga ditimbang Aku bertanya Bagaimana caranya ditimbang Berkata seseorang yang ada di sebelahnya Hingga bisa dipelihara disimpan 
56,Barangsiapa di pagi hari makan beberapa biji kurma ajwah setiap harinya maka tidak akan membahayakan terhadap dirinya baik itu racun maupun sihir pada hari itu hingga malam hari Dan yang lain mengatakan tujuh biji kurma
56,Barangsiapa menjatuhkan diri dari gunung hingga membunuh jiwanya bunuh diri maka ia akan jatuh ke neraka jahannam ia kekal serta abadi di dalamnya selamalamanya Barangsiapa menegak racun hingga meninggal dunia maka racun tersebut akan berada di tangannya dan ia akan menegaknya di neraka jahannam ia kekal serta abadi di dalamnya selamalamanya Dan barang siapa bunuh diri dengan menusuk dirinya dengan besi maka besi itu akan ada di tangannya dengannya ia akan menghujamkan ke perutnya di neraka jahannam ia kekal dan abadi di dalamnya selamalamanya
69,Siapa mau membelinya dariku
6,Nabi shallallahu alaihi wasallam pernah beritikaf bersama dengan sebagian isteriisterinya sementara saat itu ia sedang mengalami istihadlah dan bisa melihat adanya darah yang keluar Dan kadang diletakkan sebuah baskom di bawahnya lantaran darah tersebut Dan Ikrimah mengklaim bahwa Aisyah melihat cairan berwarna kekuningan lalu ia berkata Seakan ini adalah sesuatu yang pernah dialami oleh fulanah
1,Siapa diantara kalian yang paling dekat hubungan keluarganya dengan orang yang mengaku sebagai Nabi itu Abu Sufyan berkata maka aku menjawab Akulah yang paling dekat hubungan kekeluargaannya dengan dia Heraclius berkata Dekatkanlah dia denganku dan juga sahabatsahabatnya Maka mereka meletakkan orangorang Quraisy berada di belakang Abu Sufyan Lalu Heraclius berkata melalui penerjemahnya Katakan kepadanya bahwa aku bertanya kepadanya tentang lelaki yang mengaku sebagai Nabi Jika ia berdusta kepadaku maka kalian harus mendustakannyaDemi Allah kalau bukan rasa malu akibat tudingan pendusta yang akan mereka lontarkan kepadaku niscaya aku berdusta kepadanya Abu Sufyan berkata Maka yang pertama ditanyakannya kepadaku tentangnya Nabi shallallahu alaihi wasallam adalah bagaimana kedudukan nasabnya ditengahtengah kalian Aku jawab Dia adalah dari keturunan baikbaik bangsawan  Tanyanya lagi Apakah ada orang lain yang pernah mengatakannya sebelum dia Aku jawab Tidak ada Tanyanya lagi Apakah bapaknya seorang raja Jawabku Bukan Apakah yang mengikuti dia orangorang yang terpandang atau orangorang yang rendah Jawabku Bahkan yang mengikutinya adalah orangorang yang rendah Dia bertanya lagi Apakah bertambah pengikutnya atau berkurang Aku jawab Bertambah Dia bertanya lagi Apakah ada yang murtad disebabkan dongkol terhadap agamanya Aku jawab Tidak ada Dia bertanya lagi Apakah kalian pernah mendapatkannya dia berdusta sebelum dia menyampaikan apa yang dikatakannya itu Aku jawab Tidak pernah Dia bertanya lagi Apakah dia pernah berlaku curang Aku jawab Tidak pernah Ketika kami bergaul dengannya dia tidak pernah melakukan itu Berkata Abu Sufyan Aku tidak mungkin menyampaikan selain ucapan seperti ini Dia bertanya lagi Apakah kalian memeranginya Aku jawab Iya Dia bertanya lagi Bagaimana kesudahan perang tersebut Aku jawab Perang antara kami dan dia sangat banyak Terkadang dia mengalahkan kami terkadang kami yang mengalahkan dia Dia bertanya lagi Apa yang diperintahkannya kepada kalian Aku jawab Dia menyuruh kami Sembahlah Allah dengan tidak menyekutukannya dengan sesuatu apapun dan tinggalkan apa yang dikatakan oleh nenek moyang kalian  Dia juga memerintahkan kami untuk menegakkan shalat menunaikan zakat berkata jujur saling memaafkan dan menyambung silaturrahim Maka Heraclius berkata kepada penerjemahnya Katakan kepadanya bahwa aku telah bertanya kepadamu tentang keturunan orang itu kamu ceritakan bahwa orang itu dari keturunan bangsawan Begitu juga lakilaki itu dibangkitkan di tengah keturunan kaumnya Dan aku tanya kepadamu apakah pernah ada orang sebelumnya yang mengatakan seperti yang dikatakannya kamu jawab tidak Seandainya dikatakan ada orang sebelumnya yang mengatakannya tentu kuanggap orang ini meniru orang sebelumnya yang pernah mengatakan hal serupa Aku tanyakan juga kepadamu apakah bapaknya ada yang dari keturunan raja maka kamu jawab tidak Aku katakan seandainya bapaknya dari keturunan raja tentu orang ini sedang menuntut kerajaan bapaknya Dan aku tanyakan juga kepadamu apakah kalian pernah mendapatkan dia berdusta sebelum dia menyampaikan apa yang dikatakannya kamu menjawabnya tidak Sungguh aku memahami kalau kepada manusia saja dia tidak berani berdusta apalagi berdusta kepada Allah Dan aku juga telah bertanya kepadamu apakah yang mengikuti dia orangorang yang terpandang atau orangorang yang rendah Kamu menjawab orangorang yang rendah yang mengikutinya Memang mereka itulah yang menjadi para pengikut Rasul Aku juga sudah bertanya kepadamu apakah bertambah pengikutnya atau berkurang kamu menjawabnya bertambah Dan memang begitulah perkara iman hingga menjadi sempurna Aku juga sudah bertanya kepadamu apakah ada yang murtad disebabkan marah terhadap agamanya Kamu menjawab tidak ada Dan memang begitulah iman bila telah masuk tumbuh bersemi di dalam hati Aku juga sudah bertanya kepadamu apakah dia pernah berlaku curang kamu jawab tidak pernah Dan memang begitulah para Rasul tidak mungkin curang Dan aku juga sudah bertanya kepadamu apa yang diperintahkannya kepada kalian kamu jawab dia memerintahkan kalian untuk menyembah Allah dengan tidak menyekutukannya dengan sesuatu apapun dan melarang kalian menyembah berhala dia juga memerintahkan kalian untuk menegakkan shalat menunaikan zakat berkata jujur saling memaafkan dan menyambung silaturrahim Seandainya semua apa yang kamu katakan ini benar pasti dia akan menguasai kerajaan yang ada di bawah kakiku ini Sungguh aku telah menduga bahwa dia tidak ada diantara kalian sekarang ini seandainya aku tahu jalan untuk bisa menemuinya tentu aku akan berusaha keras menemuinya hingga bila aku sudah berada di sisinya pasti aku akan basuh kedua kakinya Kemudian Heraclius meminta surat Rasulullah shallallahu alaihi wasallam yang dibawa oleh Dihyah untuk para Penguasa Negeri Bashrah Maka diberikannya surat itu kepada Heraclius maka dibacanya dan isinya berbunyi Bismillahir rahmanir rahim Dari Muhammad hamba Allah dan RasulNya untuk Heraclius Penguasa Romawi Keselamatan bagi siapa yang mengikuti petunjuk Kemudian daripada itu aku mengajakmu dengan seruan Islam masuk Islamlah kamu maka kamu akan selamat Allah akan memberi pahala kepadamu dua kali Namun jika kamu berpaling maka kamu menanggung dosa rakyat kamu dan Hai ahli kitab marilah berpegang kepada suatu kalimat ketetapan yang tidak ada perselisihan antara kami dan kamu bahwa tidak kita sembah kecuali Allah dan tidak kita persekutukan dia dengan sesuatupun dan tidak pula sebagian kita menjadikan sebagian yang lain sebagai Rabb selain Allah Jika mereka berpaling maka katakanlah kepada mereka Saksikanlah bahwa kami adalah orangorang yang berserah diri kepada Allah Abu Sufyan menuturkan Setelah Heraclius menyampaikan apa yang dikatakannya dan selesai membaca surat tersebut terjadilah hiruk pikuk dan suarasuara ribut sehingga mengusir kami Aku berkata kepada temantemanku setelah kami diusir keluar sungguh dia telah diajak kepada urusan Anak Abu Kabsyah Heraclius mengkhawatirkan kerajaan RomawiPada masa itupun aku juga khawatir bahwa Muhammad akan berjaya sampai akhirnya perasaan itu hilang setelah Allah memasukkan aku ke dalam Islam Dan adalah Ibnu An Nazhur seorang Pembesar Iliya dan Heraclius adalah seorang uskup agama Nashrani dia menceritakan bahwa pada suatu hari ketika Heraclius mengunjungi Iliya dia sangat gelisah berkata sebagian komandan perangnya Sungguh kami mengingkari keadaanmu Selanjutnya kata Ibnu Nazhhur Heraclius adalah seorang ahli nujum yang selalu memperhatikan perjalanan bintangbintang Dia pernah menjawab pertanyaan para pendeta yang bertanya kepadanya Pada suatu malam ketika saya mengamati perjalanan bintangbintang saya melihat raja Khitan telah lahir siapakah di antara ummat ini yang di khitan Jawab para pendeta Yang berkhitan hanyalah orangorang Yahudi janganlah anda risau karena orangorang Yahudi itu Perintahkan saja keseluruh negeri dalam kerajaan anda supaya orangorang Yahudi di negeri tersebut di bunuh Ketika itu di hadapakan kepada Heraclius seorang utusan raja Bani Ghasssan untuk menceritakan perihal Rasulullah shallallahu alaihi wasallam setelah orang itu selesai bercerita lalu Heraclius memerintahkan agar dia diperiksa apakah dia berkhitan ataukah tidak Seusai di periksa ternyata memang dia berkhitam Lalu di beritahukan orang kepada Heraclius Heraclius bertanya kepada orang tersebut tentang orangorang Arab yang lainnya di khitankah mereka ataukah tidak Dia menjawab Orang Arab itu di khitan semuanya Heraclius berkata inilah raja ummat sesungguhnya dia telah terlahir Kemudian heraclisu berkirim surat kepada seorang sahabatnya di Roma yang ilmunya setarf dengan Heraclisu untuk menceritakan perihal kelahiran Nabi Muhammad shallallahu alaihi wasallam Sementara itu ia meneruskan perjalanannya ke negeri Himsha tetapi sebelum tiba di Himsha balasan surat dari sahabatnya itu telah tiba terlebih dahulu Sahabatnya itu menyetujui pendapat Heraclius bahwa Muhammad telah lahir dan bahwa beliau memang seorang Nabi Heraclius lalu mengundang para pembesar Roma supaya datang ke tempatnya di Himsha setelah semuanya hadir dalam majlisnya Heraclius memerintahkan supaya mengunci semua pintu Kemudian dia berkata Wahai bangsa rum maukah anda semua beroleh kemenangan dan kemajuan yang gilang gemilang sedangkan kerajaan tetap utuh di tangan kita Kalau mau akuilah Muhammad sebagai Nabi Mendengar ucapan itu mereka lari bagaikan keledai liar padahal semua pintu telah terkunci Melihat keadaan yang demikian Heraclius jadi putus harapan yang mereka akan beriman percaya kepada kenabian Muhammad Lalu di perintahkannya semuanya untuk kembali ke tempatnya masingmasing seraya berkata Sesungguhnya saya mengucapkan perkataan saya tadi hanyalah sekedar menguji keteguhan hati anda semua Kini saya telah melihat keteguhan itu
4,Tidak ada seorang sahabat yang masih hidup yang lebih tahu tentang itu daripada aku Pernah Ali datang membawa perisai berisi air lalu Fatimah membersihkan darah yang ada di wajah beliau lalu diambilnya tikar kemudian dibakar dan ditempelkan pada lukanya
75,Aku datang tak tahunya Rasulullah shallallahu alaihi wasallam sedang berada sebuah tempat minumnya dan pelayan Rasulullah shallallahu alaihi wasallam yang hitam sedang berada puncak tangga Aku katakan Tolong sampaikan Aku Umar bin Khattab Nabi pun mengijinkanku
53,Wahai ummul mukminin ada seorang lakilaki mengirimkan hewan kurbannya ke Kabah sementara lakilaki yang mengirim binatang kurban itu berada di daerahnya dia berwasiat kepada orang yang di serahi binatang kurban untuk mengalungi binatang kurbannya Waktu itu lakilaki yang di serahi binatang kurban masih dalam keadaan ihram hingga akhirnya orangorang melakukan tahallul Masruq berkata Kemudian aku mendengar tepuk tangan Aisyah dari balik tabir sambil berkata Sesungguhnya aku juga pernah membuatkan kalung binatang kurban Rasulullah shallallahu alaihi wasallam kemudian beliau mengirim binatang kurban itu ke Kabah dan segala sesuatu yang halal di lakukan oleh suami kepada isterinya di haramkan atasnya hingga orangorang kembali pulang dari menunaikan ibadah haji
65,anak saudari suatu kaum adalah bagian mereka atau dari kalangan mereka
34,Dia tidak halal bagiku karena apa yang diharamkan karena sepersusuan sama diharamkan karena keturunan sedangkan dia adalah putri dari saudaraku sepersusuan
70,Jika kamu jualbeli katakan Namun dengan syarat tak ada penipuan
23,Janganlah kalian makan sampai aku menanyakannya kepada Nabi shallallahu alaihi wasallam atau kita utus seseorang untuk menanyakannya kepada Nabi shallallahu alaihi wasallam Lalu dia menanyakan Nabi shallallahu alaihi wasallam tentang maalah ini atau mengutus seseorang Maka Beliau shallallahu alaihi wasallam memerintahkan untuk memakannya Ubaidullah berkata Maka hal ini menakjubkan aku karena dia seorang budak wanita dan dia juga yang menyembelihnya
15, bila ada seseorang yang sudah makan maka hendaklah ia meneruskan makannya atau hendaklah shaum dan barangsiapa yang belum makan maka hendaklah ia tidak makan maksudnya teruskan berpuasa  
53,Sesungguhnya yang pertama kali kita lakukan pada hari ini adalah melaksanakan shalat iedul adlha kemudian kembali pulang dan menyembelih binatang kurban barangsiapa melakukan hal ini berarti dia telah bertindak sesuai dengan sunnah kita barangsiapa menyembelih binatang kurban sebelum shalat ied maka sesembelihannya itu hanya berupa daging yang ia berikan kepada keluarganya tidak ada hubungannya dengan ibadah kurban sedikitpun Lalu Abu Burdah berkata Aku menyembelih sebelum shalat sementara aku masih memiliki jadah anak kambing yang berusia dua tahun yang lebih baik daripada kambing muda maka beliau bersabda Sembelihlah binatang kurban itu namun hal itu tidak sah untuk orang lain setelahmu
3,Sesungguhnya diantara pohon ada suatu pohon yang tidak jatuh daunnya Dan itu adalah perumpamaan bagi seorang muslim Nabi shallallahu alaihi wasallam bertanya Katakanlah kepadaku pohon apakah itu Maka para sahabat beranggapan bahwa yang dimaksud adalah pohon yang berada di lembah Abdullah berkata Aku berpikir dalam hati pohon itu adalah pohon kurma tapi aku malu mengungkapkannya Kemudian para sahabat bertanya Wahai Rasulullah pohon apakah itu Beliau shallallahu alaihi wasallam menjawab Pohon kurma
23,Aku termasuk diantara orang yang memukulnya dimana kami melemparinya dengan sandal dan pelepah kurma
77,Antara penduduk Jurum dan orangorang Asyari terdapat kecintaan dan persaudaraan Ketika itu kami berada bersama Abu Musa Al Asyari lantas seporsi hidangan didekatkan kepadanya yang di antaranya ada daging ayam Sementara di sisi Abu Musa ada seorang lakilaki dari bani Taimullah  seorang mawali bangsa non arab  Abu Musa pun mengundangnya Zahdam berkata Kulihat lakilaki dari bani Taimullah itu menyantap makanan yang kuanggap jijik sehingga saya bersumpah untuk tidak memakannya Maka Abu Musa berkata Hei datanglah kemari saya akan sampaikan kepada kalian sebuah hadits kepadamu Sungguh akan saya ceritakan kepadamu tentang sumpahmu itu Dahulu aku menemui nabi shallallahu alaihi wasallam bersama beberapa orang Asyari dengan harapan beliau bisa mengangkut kami dengan kendaraan namun beliau bersumpah Demi Allah saya tidak akan mengangkut kalian dan memang saya tidak punya kendaraan untuk mengangkut kalian Ternyata nabi kemudian memperoleh rampasan unta dan menanyakan kami dengan berujar Mana orangorang Asyari tadi  Beliau perintahkan agar kami diberi sekitar lima dzaud satu dzaud antara tiga hingga sepuluh unta yang putih punggungnya kemudian kami pun berangkat Dalam keberangkatan kami berkata Heihapa yang kita perbuat ini Kita telah tahu bahwa Rasulullah shallallahu alaihi wasallam telah bersumpah untuk tidak mengangkut kita yang ketika itu beliau tidak mempunyai kendaraan untuk mengangkut kita namun sekarang beliau menyediakan kendaraan untuk kita Rupanya Rasulullah shallallahu alaihi wasallam lalai terhadap sumpahnya atas kita demi Allah kalau demikian kita tak bakalan aman Kami pun pulang dan kami temui beliau dan kami utarakan uneguneg kami Beliau lalu bersabda Bukan saya yang menyediakan kendaraan untuk kalian namun Allah sematalah yang menyediakan kendaraan untuk mengangkut kalian Demi Allah tidaklah saya bersumpah kemudian aku melihat yang lebih baik dari sumpah tersebut kecuali aku akan melakukan yang lebih baik dan kubayar kaffarat sumpahku
76,Seorang lakilaki Yahudi berkata kepada Umar Wahai Amirul Mukminin kalaulah ayat ini diturunkan kepada kami yaitu ayat Hari ini telah Aku sempurnakan untk kalian agama kalian dan Aku semurkan bagi kalian NikmatKu dan Aku ridhai Islam sebagai agama kalian  Qs Al Maidah 2 niscaya telah kami jadikan hari itu sebagai hari raya Lantas Umar berkata Sungguh aku tahu hari apa ayat itu diturunkan Ayat itu diturunkan di hari Arafah pada hari jumat
77, Seorang biarawan Yahudi datang dan berkata Jika hari kiamat terjadi maka Allah meletakkan langit di atas jariNya dan tujuh lapisan bumi juga diletakkan di atas jarinya dan air bintang juga di atas jari dan seluruh makhluk yang ada juga di atas satu jarinya kemudian Allah menggetarkan mereka seraya berkata Aku adalah Sang raja akulah sang raja  Dan kulihat Nabi shallallahu alaihi wasallam tertawa hingga kelihatan gigi gerahamnya sebagai pertanda takjub dan membenarkan ucapannya Kemudian Nabi Shallallahualaihiwasalam membacakan firman Allah Dan mereka orangorang Yahudi tidak menghormati Allah dengan penghormatan yang sebenarnya hingga ayat dari apa yang mereka persekutukan  Qs Azzumar ayat 67
72, tatkala Ibnu Ziyad dan Marwan di Syam dan Ibnu Zubair membelot di Makkah dan Al qurra membelot di Bashrah kami pun duduk bersamanya ayahku lantas meminta petuahpetuah Hadits seraya mengatakan Wahai Abu Barzah bukankah telah kau lihat sendiri kemelut yang melanda manusia  yang pertamatama kudengar dari yang diucapkannya ialah Saya sematamata mengharap pahala disisi Allah sungguh saya sangat marah kepada orang quraisy sesungguhnya kalian wahai segenap bangsa arab dahulu keadaan kalian seperti telah kau kenal sendiri sedemikian hina minoritas dan sesat kemudian Allah menyelamatkan kalian dengan Islam dan Muhammad Shallallahualaihiwasallam hingga kalian memperoleh seperti yang kalian lihat sendiri Dan inilah dunia yang merusak diantara kalian Dan sesungguhnya yang terjadi di Syam demi Allah tidaklah mereka berperang selain karena duniawi dan mereka yang berada ditengahtengah kalian demi Allah mereka juga tidak berperang selain karena duniawi dan mereka yang berada di Makkah demi Allah mereka tidak berperang selain karena duniawi
27,Sungguh aku bertekad untuk memerintahkan shalat agar ditegakkan lalu akan aku datangi rumahrumah orangorang yang tidak ikut shalat berjamaah lalu aku akan bakar rumahrumah mereka
20, Apabila terdapat pembatas dan jalan yang terpisah maka tidak ada syufah 
56,Tidak ada adwa keyakinan adanya penularan penyakit tidak ada thiyarah menganggap sial sesuatu hingga tidak jadi beramal dan adakalanya kesialan itu terdapat pada tiga hal yaitu kendaraan isteri dan tempat tinggal
59,Tidak halal seorang muslim mendiamkan saudaranya lebih dari tiga hari jika bertemu saling menjauhkan dan yang paling baik di antara keduanya adalah yang memulai salam Sufyan menyebutkan bahwa dia mendengar Zuhri hingga tiga kali
34,Celaka kamu kamu telah memenggal leher sahabatmu kamu telah mememggal leher sahabatmu Kalimat ini diucapkan oleh Beliau berulang kali kemudian Beliau bersabda Siapa diantara kalian yang ingin memuji saudaranya tidak pada tempatnya hendaklah ia mengucapkan Aku mengira si fulan demi Allah aku menduga dia dan aku tidak menganggap suci seorangpun di hadapan Allah aku mengira dia begini begini sekalipun dia mengetahui tentang diri saudaranya itu
58,Ketika Rasulullah shallallahu alaihi wasallam berada di Thaif mengepung penduduk Thaif beliau bersabda Insya Allah besok kita akan kembali pulang Para sahabat bertanya Kami tidak akan berhenti mengepung atau kita akan menaklukkannya Maka Nabi shallallahu alaihi wasallam bersabda Kalau begitu pergilah kalian besok pagi untuk memerangi mereka Keesokan harinya mereka berangkat dan berperang dengan peperangan yang dahsyat sehingga mereka banyak yang terluka Lantas Rasulullah shallallahu alaihi wasallam bersabda Besok kita akan kembali pulang Abdullah bin Amru berkata Merekapun diam dan Rasulullah shallallahu alaihi wasallam tertawa Al Humaidi berkata telah menceritakan kepada kami Sufyan dengan semua cerita hadits tersebut
11,Rasulullah shallallahu alaihi wasallam memimpin kami shalat Shubuh di Hudaibiyyah pada suatu malam sehabis turun hujan Selesai shalat beliau menghadapkan wajahnya kepada orang banyak lalu bersabda Tahukah kalian apa yang sudah difirmankan oleh Rabb kalian Orangorang menjawab Allah dan rasulNya lebih mengetahui Beliau lalu bersabda Allah berfirman Di pagi ini ada hambahamba Ku yang menjadi Mukmin kepadaKu dan ada pula yang kafir Orang yang berkata Hujan turun kepada kita karena karunia Allah dan rahmatNya maka dia adalah yang beriman kepadaKu dan kafir kepada bintangbintang Adapun yang berkata Hujan turun disebabkan bintang ini dan itu maka dia telah kafir kepadaKu dan beriman kepada bintangbintang
58,Sesungguhnya keluarga Abu fulan Amru berkata di dalam kitab putihnya Muhammad bin Jafar bukanlah dari para waliku penolongku sesungguhnya waliku adalah Allah dan orangorang shalih dari kaum Mukminin Anbasah bin Abdul Wahid menambahkan dari Bayan dari Qais dari Amru bin Al Ash dia berkata saya mendengar Nabi shallallahu alaihi wasallam bersabda Akan tetapi mereka keluarga Abu fulan masih memiliki tali silaturrahmi yang aku tetap akan menyambungnya dengan tali silaturrahim itu Abu Abdullah mengatakan dan yang tertulis menggunakan redaksi bibalaha menyambungnya Namun yang shahih dan yang lebih pantas adalah Bibalaaliha menyambungnya Aku tidak tahu dari segimana kalimat Bibalaha menyambungnya 
49,Sebaikbaik sedekah adalah setelah kecukupan terpenuhi Dan mulailah dari orang yang menjadi tanggunganmu
48,Wahai Abbas tidakkah kamu taajub akan kecintaan Mughits terhadap Barirah dan kebencian Barirah terhadap Mughits Akhirnya Nabi shallallahu alaihi wasallam pun bersabda Seandainya kamu mau merujunya kembali Barirah bertanya Wahai Rasulullah apakah Anda menyuruhku beliau menjawab Aku hanya menyarankan Akhirnya Barirah pun berkata Sesungguhnya aku tak berhajat sedikit pun padanya
69,Seorang muslim adalah saudara muslim lainnya tidak menzhaliminya dan tidak menyerahkannya kepada musuh barangsiapa yang memenuhi kebutuhan saudaranya maka Allah akan memenuhi kebutuhannya
73,Saya hanyalah manusia biasa dan kalian seringkali mengadukan sengketa kepadaku bisa jadi sebagian diantara kalian lebih pandai bersilat lidah daripada lainnya sehingga aku putuskan seperti yang kudengar maka barangsiapa yang kuputuskan menang dengan menganiaya hak saudaranya janganlah ia mengambilnya sebab sama artinya aku ambilkan sundutan api baginya
60,LAA ILAAHA ILLALLAHUL ADZIIM AL HALIIM LAA ILAAHA ILLALLAH RABBUL ARSYIL AZHIIM LAA ILAAHA ILLALLAH RABBUS SAMAAWATI WA RABBUL ARDLI WA RABBUL ASRSYL KARIIM Tiada Tuhan selain Allah Yang Maha Agung dan Maha Penyantun Tiada Tuhan selain Allah Tuhan Penguasa arasy yang agung Tiada Tuhan selain Allah Tuhan langit dan bumi serta Tuhan arasy yang mulia
12,Bendera perang dipegang oleh Zaid lalu dia terbunuh kemudian dipegang oleh Jafar lalu dia terbunuh kemudian dipegang oleh Abdullah bin Rawahah namun diapun terbunuh Dan nampak kedua mata Rasulullah shallallahu alaihi wasallam berlinang Akhirnya bendera dipegang oleh Khalid bin Al Walid tanpa menunggu perintah namun akhirnya kemenangan diraihnya
76, Ibnu Umar berkata Aku mendengar ini dari nabi shallallahu alaihi wasallam dan telah sampai berita kepadaku bahwa nabi shallallahu alaihi wasallam bersabda Dan Yalamlam untuk penduduk Yaman Lalu Ibnu Umar ditanya bagaimana dengan penduduk Irak lantas ia menjawab Ketika itu Irak belum ada
67,Ini dan ini sama saja 
33,Ketika Nabi shallallahu alaihi wasallam menderita sakit dan terasa bertambah berat Beliau meminta izin kepada isteriisteri Beliau agar Beliau dirawat di rumahku lalu Beliau diijinkan Beliau keluar dengan berjalan tertatih dan kedua kaki Beliau diseret di atas tanah Saat itu Beliau dibantu oleh Al Abbas dan seseorang yang lain Ubaidullah berkata Aku menceritakan kepada Ibnu Abbas apa yang diceritakan oleh Aisyah Maka dia berkata kepadaku Tahukah kamu siapa orang yang lain itu yang tidak disebut namannya oleh Aisyah Aku katakan Aku tidak tahu Dia berkata Orang itu adalah Ali bin Abi Tholib
13,Aku sampai didekat Nabi Shallallahualaihiwasallam ketika Beliau sedang bersumpah Demi Dzat yang jiwaku berada di tanganNya atau demi Dzat yang tidakada ilah selain Dia atau sebagaimana Beliau bersumpah tidak ada seorangpun yang memiliki unta atau sapi atau kambing lalu dia tidak mengeluarkan haqnya zakat melainkanhewanhewan itu akan diatangkan kepadanya pada hari qiyamat dalam rupa yang paling besar dan paling gemuk lalu hewan itu akan menginjakinjaknya dengan kakinya dan menyeruduknya dengan tanduknya Setiap kali hewan lain itu selesai maka hewan yang pertama akan kembali melakukan seperti itu hingga datang keputusan untuk manusia
12,Ali telah menceritakan kepada kami Muhammad bin Fudhail telah menceritakan kepada kami Ashim Al Ahwal dari Anas radliallahu anhu berkata Rasulullah Shallallahualaihiwasallam melaksanakan doa qunut selama sebulan pada waktu terbunuhnya para Qurra penghafal AL Quran Dan belum pernah aku melihat Rasulullah Shallallahualaihiwasallam sedemikian sedih yang melebihi kesedihannya pada waktu itu
46,Dia adalah lakilaki terbaik ia belum pernah meniduriku dan tidak juga memelukku mesra semenjak aku menemuinya Maka setelah selang beberapa lama bapakku pun mengadukan hal itu pada Nabi shallallahu alaihi wasallam akhirnya beliau bersabda Bawalah ia kemari Maka setelah itu aku pun datang menemui beliau dan belaiau bersabda Bagaimanakah ibadah puasamu aku menjawab Yaitu setiap hari Beliau bertanya lagi Lalu bagaimana dengan Khataman Al Quranmu aku menjawab Yaitu setiap malam Akhirnya beliau bersabda Berpuasalah tiga hari pada setiap bulannya Dan bacalah Khatamkanlah Al Quran sekali pada setiap bulannya Aku katakan Aku mampu lebih dari itu Beliau bersabda Kalau begitu berpuasalah tiga hari dalam satu pekan Aku berkata Aku masih mampu lebih dari itu Beliau bersabda Kalau begitu berbukalah sehari dan berpuasalah sehari Aku katakan Aku masih mampu lebih dari itu Beliau bersabda Berpuasalah dengan puasa yang paling utama yakni puasa Dawud yaitu berpuasa sehari dan berbuka sehari Dan khatamkanlah Al Quran sekali dalam tujuh hari
52,Pada masa Rasulullah shallallahu alaihi wasallam kami pernah berkurban dengan menyembelih kuda lalu kami pun memakannya
6,Aku dan Nabi shallallahu alaihi wasallam berbaring dalam selimut kemudian aku mengeluarkan darah haid hingga aku pun berlalu dengan diamdiam seraya membawa kain yang terkena darah haidku Beliau bertanya Apakah kamu sedang haid Aku jawab Ya Beliau lalu memanggilku maka aku pun berbaring bersama beliau dalam kain tebal
